rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
872,13,CVLT,COMMVAULT SYSTEMS INC,Information Technology,,mid,88.87,0.4541,1.0914,1.0746,0.7291,STRONG_UP,-49.65,-42.12,-7.9,-61.53,51.61,77.21,4.8126,HIGH,SHIFT,79.655,83.652,137.9589,0,-28.1516,WEAK,15.5939
901,44,BRZE,BRAZE INC CLASS A,Information Technology,,mid,18.97,0.5253,0.7955,0.9981,0.6427,FLAT,-31.19,-33.04,-54.68,-57.2,47.98,80.7,1.7282,HIGH,EARLY,20.9637,19.5514,26.4595,0,-19.6434,WEAK,14.9369
1061,-4,SYY,Sysco,Consumer Staples,Food Distributors,large,72.82,0.818,0.9642,0.8447,1.0062,FLAT,-5.29,4.28,2.34,-23.98,48.39,43.4,2.1106,HIGH,EARLY,77.7991,83.0664,78.0695,0,4.7706,WEAK,12.1518
1142,33,QLYS,QUALYS INC,Information Technology,,mid,76.2,0.485,0.8182,0.7681,0.583,STRONG_UP,-41.29,-38.17,-54.14,-50.46,48.79,54.71,1.6473,HIGH,EARLY,90.243,99.406,127.0154,0,-34.0392,WEAK,10.6319
1143,41,FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,large,43.37,0.489,0.901,0.8607,0.6667,STRONG_UP,-35.82,-37.66,-36.1,-46.24,47.18,35.0,1.5815,HIGH,EARLY,47.691,49.0418,63.1943,0,-50.7656,WEAK,10.6304
1201,51,MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,large,53.71,0.5539,1.0253,0.916,0.808,STRONG_UP,-17.62,-29.39,-21.88,-36.4,49.19,39.96,1.6448,HIGH,PROGRESS,52.853,61.1862,65.8767,0,-36.1844,WEAK,9.5672
1216,54,AZO,AutoZone,Consumer Discretionary,Automotive Retail,large,3430.45,0.7311,0.9676,0.9279,1.0215,FLAT,-13.53,-6.8,15.8,-25.48,48.79,30.94,1.5174,HIGH,PROGRESS,3404.5975,3592.1948,3779.2206,0,-10.7247,WEAK,9.3585
1311,20,FTNT,Fortinet,Information Technology,Systems Software,large,76.7,0.6213,0.9039,0.8884,0.9863,FLAT,-11.01,-20.81,15.43,-31.56,52.82,36.44,1.8269,HIGH,EARLY,81.528,81.6668,84.6634,0,-30.1575,WEAK,7.7412
1367,-9,AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,large,213.55,0.4934,0.9445,1.0223,0.8247,FLAT,-28.94,-37.11,-7.3,-40.88,50.0,34.33,2.059,HIGH,EARLY,214.1465,219.6674,264.2904,0,-54.0478,WEAK,6.4834
1503,0,AON,Aon plc,Financials,Insurance Brokers,large,312.57,0.6407,0.9293,0.9673,0.9077,FLAT,-13.28,-18.33,2.74,-19.01,50.0,31.79,1.6053,HIGH,EARLY,322.4705,327.1172,347.1476,0,-28.832,WEAK,2.4907
