rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
34,2,GMD.AX,Genesis Minerals Limited,Gold,large,5.39,0.8434,0.9818,0.9901,1.1074,STRONG_DOWN,-26.16,25.93,200.28,-42.99,52.57,66.05,1.0324,MED,EARLY,5.5365,5.879,6.4145,0,20.6416,WEAK,20.9538
35,7,FFM.AX,FireFly Metals Ltd,Gold,mid,1.825,1.0913,1.0729,0.8675,1.2985,FLAT,-11.41,62.95,135.48,-37.28,49.01,79.17,1.1031,MED,EARLY,1.872,1.9471,1.8413,0,38.9668,WEAK,20.7192
37,2,RMS.AX,Ramelius Resources Limited,Gold,large,3.0,0.8447,0.9818,0.9913,0.9832,FLAT,-28.55,26.12,70.12,-43.63,48.62,55.04,0.8437,LOW,EARLY,3.0485,3.2642,3.7876,0,23.0693,WEAK,20.3909
38,3,PRU.AX,Perseus Mining Limited,Gold,large,4.87,0.9511,0.9284,1.0268,1.1124,STRONG_DOWN,-12.91,42.01,116.58,-28.47,49.41,45.27,1.4623,MED,EARLY,5.1035,5.2796,5.3213,0,45.8551,WEAK,20.2212
40,-21,PDI.AX,Predictive Discovery Limited,Gold,mid,0.73,1.2378,0.9954,1.0342,1.0544,STRONG_DOWN,0.0,84.81,294.59,-33.98,48.62,72.68,0.5781,LOW,EARLY,0.8143,0.8489,0.7533,0,56.7346,WEAK,20.1297
45,4,PNR.AX,Pantoro Gold Limited,Gold,mid,2.29,0.4869,0.9368,0.8137,0.7891,STRONG_UP,-55.62,-27.3,37.45,-65.95,50.99,68.62,1.8896,HIGH,EARLY,2.5705,2.9866,4.452,0,-20.2872,WEAK,18.8411
50,-18,RRL.AX,Regis Resources Limited,Gold,mid,6.13,0.9321,0.9132,1.0529,1.1002,STRONG_DOWN,-18.18,39.17,259.22,-41.77,54.15,56.39,0.8201,LOW,EARLY,6.364,6.546,6.9723,0,37.6116,WEAK,17.7763
52,-7,CMM.AX,Capricorn Metals Ltd,Gold,mid,12.74,0.9077,1.021,1.0005,1.4045,FLAT,-11.4,35.53,167.09,-41.12,55.34,60.13,0.8779,LOW,EARLY,12.7525,12.948,13.2264,0,32.697,WEAK,17.6138
53,9,NST.AX,Northern Star Resources Limited,Gold,large,19.83,0.7324,0.9455,0.9899,1.0915,STRONG_DOWN,-18.16,9.35,63.95,-45.32,51.78,56.36,0.7653,LOW,EARLY,20.127,20.3992,23.9712,0,8.5917,WEAK,17.4614
54,-14,BGL.AX,Bellevue Gold Limited,Gold,mid,1.265,0.911,0.9627,0.9079,0.9972,FLAT,-25.59,36.02,-31.44,-39.7,48.62,72.08,1.4834,MED,EARLY,1.3725,1.4892,1.4957,0,24.2975,WEAK,17.3998
56,4,SMI.AX,Santana Minerals Limited,Gold,mid,0.46,0.5602,0.9712,0.8595,0.8219,STRONG_UP,-48.31,-16.36,22.67,-61.11,45.45,62.78,1.0012,MED,EARLY,0.5255,0.5695,0.7856,0,-11.8466,WEAK,17.3527
59,-1,STK.AX,Strickland Metals Limited,Gold,mid,0.096,0.4434,1.071,0.9047,0.5648,STRONG_UP,-52.0,-33.79,-8.57,-65.31,34.78,85.46,0.5965,LOW,PROGRESS,0.0948,0.1199,0.1787,0,-13.7529,WEAK,16.2495
68,4,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.92,0.7514,0.9712,0.8559,1.0825,FLAT,-27.56,12.2,192.06,-45.91,49.41,81.93,0.7042,LOW,EARLY,0.9915,1.0828,1.1986,0,7.3546,WEAK,14.2081
69,12,SX2.AX,Southern Cross Gold Consolidated Ltd,Gold,mid,8.88,0.84,0.9941,0.8547,1.1756,FLAT,-23.65,25.42,133.68,-34.88,51.38,59.21,0.2922,LOW,EARLY,9.4345,9.8426,9.4907,0,22.0617,WEAK,13.9427
71,-23,TCG.AX,Turaco Gold Limited,Gold,mid,0.485,0.6629,0.992,1.0513,0.9359,FLAT,-41.57,-1.02,125.58,-49.43,45.85,73.16,0.3832,LOW,EARLY,0.4908,0.5296,0.6029,0,-0.6395,WEAK,13.64
72,-20,CYL.AX,Catalyst Metals Limited,Gold,mid,5.11,0.6385,0.9377,1.0275,1.007,FLAT,-30.76,-4.66,360.36,-51.04,48.22,71.72,0.9762,LOW,EARLY,5.439,5.4866,6.9006,0,-3.1359,WEAK,13.6335
141,-22,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.9,0.5753,0.9252,1.0071,1.1714,STRONG_DOWN,13.7,-14.1,-4.49,-26.41,20.55,22.71,0.0,LOW,EARLY,0.93,0.927,0.9228,0,-12.7546,WEAK,6.446
