rank,ticker,name,sector,cap_band,close,ret_period,bench_ret,rs_vs_bench,rs_5d,rs_21d,rs_trend,max_dd_period,bench_dd,dd_vs_bench,current_dd,peer_rs_score,vol_label,rel_vol,acc_watch,pass_trend,score,period_label,period_start,trading_days
1232,ATEC,ALPHATEC HOLDNGS INC,Health Care,small,10.9,-0.91,12.97,-13.88,-6.36,,STRONG_UP,-12.44,-0.85,-11.59,-6.52,16.73,HIGH,1.7052,-,0,2.944,period_1,2026-03-30,19
1233,BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,mid,12.92,3.53,12.97,-9.44,-1.43,,STRONG_UP,-4.37,-0.85,-3.52,-1.9,18.75,LOW,0.6656,PROGRESS,0,2.905,period_1,2026-03-30,19
1234,ZS,Zscaler,Technology,large,135.5,-1.28,12.97,-14.25,-0.22,,STRONG_UP,-16.92,-0.85,-16.07,-5.02,12.5,LOW,0.7609,PROGRESS,0,2.871,period_1,2026-03-30,19
1235,CGEM,CULLINAN THERAPEUTICS INC,Health Care,small,13.22,-1.49,12.97,-14.46,-9.69,,STRONG_UP,-14.86,-0.85,-14.01,-13.08,14.79,LOW,0.8111,-,1,2.856,period_1,2026-03-30,19
1236,MPC,Marathon Petroleum,Energy,large,224.14,-8.57,12.97,-21.54,3.94,,STRONG_UP,-12.93,-0.85,-12.08,-8.67,26.14,LOW,0.5899,-,1,2.85,period_1,2026-03-30,19
1237,ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,mid,87.1,-0.1,12.97,-13.07,-11.2,,STRONG_UP,-15.84,-0.85,-14.99,-15.84,11.81,LOW,0.8537,EARLY,0,2.812,period_1,2026-03-30,19
1238,YUM,Yum! Brands,Consumer Discretionary,large,160.28,3.68,12.97,-9.29,-1.69,,STRONG_UP,-2.29,-0.85,-1.44,-1.54,20.14,LOW,0.6686,-,1,2.758,period_1,2026-03-30,19
1239,LH,Labcorp,Health Care,large,263.8,0.07,12.97,-12.9,-2.74,,STRONG_UP,-5.02,-0.85,-4.17,-3.97,22.18,LOW,,EARLY,0,2.745,period_1,2026-03-30,19
1240,CLX,Clorox,Consumer Staples,large,98.68,-2.44,12.97,-15.41,-2.93,,STRONG_UP,-8.87,-0.85,-8.02,-7.15,21.67,LOW,0.9235,EARLY,0,2.743,period_1,2026-03-30,19
1241,PNTG,PENNANT GROUP INC,Health Care,small,30.01,-0.43,12.97,-13.4,0.51,,STRONG_UP,-8.75,-0.85,-7.9,-5.24,19.07,LOW,0.7616,-,1,2.731,period_1,2026-03-30,19
1242,SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,small,13.36,-8.43,12.97,-21.4,5.13,,STRONG_UP,-28.44,-0.85,-27.59,-8.43,10.0,MED,1.2269,-,0,2.717,period_1,2026-03-30,19
1243,TR,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples,mid,41.84,-2.31,12.97,-15.28,-0.47,,STRONG_UP,-6.87,-0.85,-6.02,-6.63,23.33,LOW,0.8643,-,1,2.693,period_1,2026-03-30,19
1244,CBT,CABOT CORP,Materials,mid,76.85,1.77,12.97,-11.2,1.04,,STRONG_UP,-3.97,-0.85,-3.12,0.0,20.59,LOW,0.545,-,1,2.633,period_1,2026-03-30,19
1245,ADBE,Adobe Inc.,Information Technology,large,245.44,1.79,12.97,-11.18,-2.02,,STRONG_UP,-7.78,-0.85,-6.93,-4.1,16.75,MED,1.0783,PROGRESS,0,2.632,period_1,2026-03-30,19
1246,LLY,Lilly (Eli),Health Care,large,883.96,-0.3,12.97,-13.27,-4.64,,STRONG_UP,-7.46,-0.85,-6.61,-7.46,19.84,MED,1.4181,EARLY,0,2.627,period_1,2026-03-30,19
1247,ALLE,Allegion,Industrials,large,146.1,2.25,12.97,-10.72,-0.06,,STRONG_UP,-4.05,-0.85,-3.2,-0.9,19.58,LOW,0.8527,PROGRESS,0,2.546,period_1,2026-03-30,19
1248,ARE,Alexandria Real Estate Equities,Real Estate,mid,47.4,4.02,12.97,-8.95,-3.96,,STRONG_UP,-8.21,-0.85,-7.36,-3.23,12.94,LOW,,PROGRESS,0,2.51,period_1,2026-03-30,19
1249,L,Loews Corporation,Financials,large,110.58,4.49,12.97,-8.48,-1.18,,STRONG_UP,-1.64,-0.85,-0.79,-1.64,18.86,LOW,0.6678,-,1,2.503,period_1,2026-03-30,19
1250,OTIS,Otis Worldwide,Industrials,large,77.95,2.12,12.97,-10.85,-4.18,,STRONG_UP,-4.91,-0.85,-4.06,-4.82,18.75,LOW,0.877,EARLY,0,2.503,period_1,2026-03-30,19
1251,ADSK,Autodesk,Information Technology,large,237.44,0.75,12.97,-12.22,-3.94,,STRONG_UP,-9.23,-0.85,-8.38,-4.09,16.23,LOW,0.6244,PROGRESS,0,2.495,period_1,2026-03-30,19
1252,HTH,HILLTOP HOLDINGS INC,Financials,mid,36.65,3.85,12.97,-9.12,-4.16,,STRONG_UP,-3.78,-0.85,-2.93,-3.78,17.44,MED,1.4492,-,1,2.463,period_1,2026-03-30,19
1253,FRME,FIRST MERCHANTS CORP,Financials,mid,39.59,3.77,12.97,-9.2,-4.69,,STRONG_UP,-4.53,-0.85,-3.68,-4.53,16.73,MED,1.2856,-,1,2.443,period_1,2026-03-30,19
1254,UDR,"UDR, Inc.",Real Estate,large,34.77,4.59,12.97,-8.38,-3.59,,STRONG_UP,-3.58,-0.85,-2.73,-2.85,16.47,LOW,0.7303,PROGRESS,0,2.408,period_1,2026-03-30,19
1255,TE,T1 ENERGY INC,Industrials,small,5.29,-5.87,12.97,-18.84,5.49,,STRONG_UP,-30.07,-0.85,-29.22,-5.87,3.75,LOW,0.566,-,1,2.355,period_1,2026-03-30,19
1256,CALM,CAL MAINE FOODS INC,Consumer Staples,mid,76.24,-3.08,12.97,-16.05,0.75,,STRONG_UP,-10.0,-0.85,-9.15,-8.54,20.0,LOW,0.4808,EARLY,0,2.325,period_1,2026-03-30,19
1257,BBSI,BARRETT BUSINESS SERVICES INC,Industrials,small,30.47,2.01,12.97,-10.96,1.14,,STRONG_UP,-5.29,-0.85,-4.44,0.0,17.92,LOW,0.6719,-,0,2.324,period_1,2026-03-30,19
1258,HFWA,HERITAGE FINANCIAL CORP,Financials,small,26.47,3.64,12.97,-9.33,-4.76,,STRONG_UP,-4.99,-0.85,-4.14,-4.99,16.01,HIGH,1.802,-,1,2.313,period_1,2026-03-30,19
1259,SM,SM ENERGY,Energy,mid,28.78,-10.43,12.97,-23.4,6.13,,STRONG_UP,-19.17,-0.85,-18.32,-10.43,20.45,LOW,0.4255,-,1,2.271,period_1,2026-03-30,19
1260,HOLX,Hologic,Health Care,large,76.01,0.61,12.97,-12.36,-0.18,,STRONG_UP,0.0,-0.85,0.85,0.0,24.9,LOW,0.0,-,1,2.271,period_1,2026-03-30,19
1261,EQT,EQT Corporation,Energy,large,58.91,-8.58,12.97,-21.55,2.61,,STRONG_UP,-12.0,-0.85,-11.15,-8.58,25.0,LOW,0.8885,-,1,2.225,period_1,2026-03-30,19
1262,ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,small,36.51,2.67,12.97,-10.3,-6.37,,STRONG_UP,-8.4,-0.85,-7.55,-6.77,13.52,HIGH,2.0626,-,1,2.201,period_1,2026-03-30,19
1263,MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials,small,21.15,0.71,12.97,-12.26,-1.63,,STRONG_UP,-9.94,-0.85,-9.09,-7.4,14.58,HIGH,1.8053,-,0,2.197,period_1,2026-03-30,19
1264,SLVM,SYLVAMO CORP,Materials,small,41.18,0.4,12.97,-12.57,-5.85,,STRONG_UP,-5.73,-0.85,-4.88,-5.64,19.12,MED,1.2314,-,0,2.172,period_1,2026-03-30,19
1265,DAWN,DAY ONE BIOPHARMACEUTICALS INC,Health Care,mid,21.53,0.51,12.97,-12.46,-0.5,,STRONG_UP,-0.19,-0.85,0.66,0.0,24.51,LOW,0.0,-,1,2.171,period_1,2026-03-30,19
1266,RMD,ResMed,Health Care,large,219.85,-0.08,12.97,-13.05,-3.52,,STRONG_UP,-4.85,-0.85,-4.0,-4.7,20.62,LOW,0.7176,EARLY,0,2.166,period_1,2026-03-30,19
1267,CDRE,CADRE HOLDINGS INC,Industrials,small,29.46,0.24,12.97,-12.73,-4.18,,STRONG_UP,-12.93,-0.85,-12.08,-11.8,12.08,MED,1.2748,-,0,2.156,period_1,2026-03-30,19
1268,ICUI,ICU MEDICAL INC,Health Care,mid,124.82,-0.45,12.97,-13.42,-5.15,,STRONG_UP,-7.22,-0.85,-6.37,-4.41,18.68,LOW,0.7775,EARLY,0,2.147,period_1,2026-03-30,19
1269,DGX,Quest Diagnostics,Health Care,large,196.27,-0.02,12.97,-12.99,-0.76,,STRONG_UP,-4.28,-0.85,-3.43,-4.28,21.01,MED,1.0411,-,1,2.136,period_1,2026-03-30,19
1270,SPSC,SPS COMMERCE INC,Information Technology,mid,54.65,-0.78,12.97,-13.75,-6.79,,STRONG_UP,-12.02,-0.85,-11.17,-6.55,14.14,LOW,0.4673,EARLY,0,2.093,period_1,2026-03-30,19
1271,MAA,Mid-America Apartment Communities,Real Estate,large,125.66,4.5,12.97,-8.47,-3.68,,STRONG_UP,-3.77,-0.85,-2.92,-2.94,15.29,LOW,0.5492,PROGRESS,0,2.075,period_1,2026-03-30,19
1272,DVA,DaVita,Health Care,mid,151.85,-0.34,12.97,-13.31,0.95,,STRONG_UP,-5.93,-0.85,-5.08,-2.05,19.46,LOW,0.6755,-,1,2.038,period_1,2026-03-30,19
1273,J,Jacobs Solutions,Industrials,large,126.6,1.44,12.97,-11.53,-2.5,,STRONG_UP,-6.31,-0.85,-5.46,-3.46,16.67,LOW,0.6774,EARLY,0,2.027,period_1,2026-03-30,19
1274,FOLD,AMICUS THERAPEUTICS INC,Health Care,mid,14.49,0.42,12.97,-12.55,-0.53,,STRONG_UP,-0.14,-0.85,0.71,0.0,24.12,MED,1.2118,-,1,2.003,period_1,2026-03-30,19
1275,MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,mid,29.24,-8.97,12.97,-21.94,3.8,,STRONG_UP,-14.01,-0.85,-13.16,-8.97,22.73,LOW,0.596,-,1,1.991,period_1,2026-03-30,19
1276,XENE,XENON PHARMACEUTICALS INC,Health Care,mid,55.24,-0.56,12.97,-13.53,-3.98,,STRONG_UP,-7.47,-0.85,-6.62,-7.47,17.9,LOW,0.4513,-,1,1.944,period_1,2026-03-30,19
1277,LULU,Lululemon Athletica,Consumer Discretionary,large,143.8,-1.39,12.97,-14.36,-14.53,,STRONG_DOWN,-15.32,-0.85,-14.47,-14.04,11.11,MED,1.4248,EARLY,0,1.93,period_1,2026-03-30,19
1278,DXCM,Dexcom,Health Care,large,61.57,-0.53,12.97,-13.5,-5.46,,STRONG_UP,-6.95,-0.85,-6.1,-6.43,18.29,LOW,0.8014,EARLY,0,1.917,period_1,2026-03-30,19
1279,MSI,Motorola Solutions,Information Technology,large,438.26,2.69,12.97,-10.28,-2.67,,STRONG_UP,-3.14,-0.85,-2.29,-2.12,17.8,LOW,0.6314,-,1,1.915,period_1,2026-03-30,19
1280,IFF,International Flavors & Fragrances,Materials,large,71.14,0.25,12.97,-12.72,-5.17,,STRONG_UP,-6.51,-0.85,-5.66,-6.25,17.65,LOW,0.5649,-,1,1.905,period_1,2026-03-30,19
1281,MMSI,MERIT MEDICAL SYSTEMS INC,Health Care,mid,68.58,-0.09,12.97,-13.06,-2.47,,STRONG_UP,-4.31,-0.85,-3.46,-3.31,20.23,LOW,0.7162,EARLY,0,1.883,period_1,2026-03-30,19
1282,CVI,CVR ENERGY INC,Energy,mid,31.52,-9.79,12.97,-22.76,3.7,,STRONG_UP,-15.74,-0.85,-14.89,-9.79,21.59,LOW,0.4125,-,1,1.84,period_1,2026-03-30,19
1283,CNP,CenterPoint Energy,Utilities,large,42.47,-1.21,12.97,-14.18,-1.28,,STRONG_UP,-4.55,-0.85,-3.7,-3.76,21.15,LOW,0.8058,-,1,1.783,period_1,2026-03-30,19
1284,MKC,McCormick & Company,Consumer Staples,large,51.53,-3.22,12.97,-16.19,-3.23,,STRONG_UP,-9.94,-0.85,-9.09,-4.31,18.33,LOW,0.48,EARLY,0,1.75,period_1,2026-03-30,19
1285,CMS,CMS Energy,Utilities,large,76.27,-1.22,12.97,-14.19,-1.74,,STRONG_UP,-6.2,-0.85,-5.35,-4.59,19.23,MED,1.0721,-,1,1.698,period_1,2026-03-30,19
1286,ACLX,ARCELLX INC,Health Care,mid,115.03,0.23,12.97,-12.74,-0.71,,STRONG_UP,-0.1,-0.85,0.75,-0.06,23.35,MED,1.1181,-,1,1.684,period_1,2026-03-30,19
1287,NBTB,NBT BANCORP INC,Financials,mid,43.25,2.93,12.97,-10.04,-6.22,,STRONG_UP,-5.55,-0.85,-4.7,-5.55,14.23,HIGH,2.0045,-,1,1.663,period_1,2026-03-30,19
1288,TRV,Travelers Companies (The),Financials,large,302.73,3.74,12.97,-9.23,-0.09,,STRONG_UP,-1.97,-0.85,-1.12,-1.5,16.37,MED,1.0907,-,1,1.555,period_1,2026-03-30,19
1289,BLKB,BLACKBAUD INC,Information Technology,small,37.49,-1.03,12.97,-14.0,-4.81,,STRONG_UP,-11.83,-0.85,-10.98,-4.48,12.57,LOW,,-,0,1.465,period_1,2026-03-30,19
1290,AOS,A. O. Smith,Industrials,mid,64.38,1.1,12.97,-11.87,-2.6,,STRONG_UP,-5.93,-0.85,-5.08,-4.3,15.42,LOW,0.7708,EARLY,0,1.402,period_1,2026-03-30,19
1291,COR,Cencora,Health Care,large,308.19,-0.56,12.97,-13.53,-5.32,,STRONG_UP,-5.91,-0.85,-5.06,-5.91,17.51,LOW,,EARLY,0,1.359,period_1,2026-03-30,19
1292,TMO,Thermo Fisher Scientific,Health Care,large,469.71,-2.15,12.97,-15.12,-11.44,,STRONG_UP,-12.22,-0.85,-11.37,-11.65,13.23,MED,1.2026,EARLY,0,1.332,period_1,2026-03-30,19
1293,TERN,TERNS PHARMACEUTICALS INC,Health Care,mid,52.89,0.02,12.97,-12.95,-0.45,,STRONG_UP,-0.61,-0.85,0.24,0.0,21.79,LOW,0.5773,-,1,1.285,period_1,2026-03-30,19
1294,GPN,Global Payments,Financials,large,67.76,2.2,12.97,-10.77,-7.7,,STRONG_UP,-6.96,-0.85,-6.11,-6.96,12.46,LOW,0.4272,PROGRESS,0,1.263,period_1,2026-03-30,19
1295,TYL,Tyler Technologies,Information Technology,large,342.03,0.26,12.97,-12.71,-1.86,,STRONG_UP,-7.33,-0.85,-6.48,-1.26,14.66,LOW,0.5672,SHIFT,0,1.258,period_1,2026-03-30,19
1296,BHRB,BURKE HERBERT FINANCIAL SERVICES C,Financials,small,63.96,3.21,12.97,-9.76,-4.16,,STRONG_UP,-3.46,-0.85,-2.61,-3.46,14.59,HIGH,1.731,-,1,1.256,period_1,2026-03-30,19
1297,SCHL,SCHOLASTIC CORP,Communication,small,40.34,3.89,12.97,-9.08,0.72,,STRONG_UP,-4.59,-0.85,-3.74,-4.09,12.5,MED,1.1686,-,1,1.24,period_1,2026-03-30,19
1298,TKO,TKO Group Holdings,Communication Services,large,186.5,-4.56,12.97,-17.53,0.24,,STRONG_UP,-10.14,-0.85,-9.29,-8.47,18.18,LOW,0.8015,EARLY,0,1.229,period_1,2026-03-30,19
1299,O,Realty Income,Real Estate,large,63.33,4.03,12.97,-8.94,-3.19,,STRONG_UP,-2.7,-0.85,-1.85,-2.7,14.12,LOW,0.6659,-,1,1.215,period_1,2026-03-30,19
1300,TALK,TALKSPACE INC,Health Care,small,5.18,0.0,12.97,-12.97,-0.74,,STRONG_UP,-0.77,-0.85,0.08,-0.38,21.4,LOW,0.3611,-,1,1.208,period_1,2026-03-30,19
1301,STEL,STELLAR BANCORP INC,Financials,small,37.28,3.5,12.97,-9.47,-2.48,,STRONG_UP,-1.77,-0.85,-0.92,-1.77,15.66,LOW,0.357,-,1,1.186,period_1,2026-03-30,19
1302,UPWK,UPWORK INC,Industrials,small,10.63,0.57,12.97,-12.4,-4.88,,STRONG_UP,-7.86,-0.85,-7.01,-6.26,13.33,LOW,0.6935,-,0,1.142,period_1,2026-03-30,19
1303,V,Visa Inc.,Financials,large,309.42,3.3,12.97,-9.67,-2.18,,STRONG_UP,-2.57,-0.85,-1.72,-2.4,14.95,LOW,0.749,PROGRESS,0,1.133,period_1,2026-03-30,19
1304,NOG,NORTHERN OIL AND GAS INC,Energy,mid,26.71,-10.7,12.97,-23.67,7.31,,STRONG_UP,-17.92,-0.85,-17.07,-10.7,18.18,LOW,0.5482,-,1,1.107,period_1,2026-03-30,19
1305,BMY,Bristol Myers Squibb,Health Care,large,58.71,-0.69,12.97,-13.66,-1.45,,STRONG_UP,-5.61,-0.85,-4.76,-3.91,17.12,LOW,0.5485,-,1,1.1,period_1,2026-03-30,19
1306,NVR,"NVR, Inc.",Consumer Discretionary,large,6503.9502,0.07,12.97,-12.9,-9.09,,STRONG_UP,-8.36,-0.85,-7.51,-8.36,13.19,LOW,0.5832,EARLY,0,1.05,period_1,2026-03-30,19
1307,BSX,Boston Scientific,Health Care,large,62.07,-1.37,12.97,-14.34,1.03,,STRONG_UP,-7.88,-0.85,-7.03,-5.51,15.56,MED,1.0203,EARLY,0,1.041,period_1,2026-03-30,19
1308,SBRA,SABRA HEALTH CARE REIT INC,Real Estate,mid,20.09,3.34,12.97,-9.63,-2.74,,STRONG_UP,-5.37,-0.85,-4.52,-2.85,11.76,LOW,0.9117,-,1,1.032,period_1,2026-03-30,19
1309,GEF,GREIF INC CLASS A,Materials,mid,66.5,0.06,12.97,-12.91,-5.0,,STRONG_UP,-5.27,-0.85,-4.42,-5.27,16.18,MED,1.227,-,1,1.016,period_1,2026-03-30,19
1310,HURN,HURON CONSULTING GROUP INC,Industrials,mid,126.51,0.35,12.97,-12.62,-1.99,,STRONG_UP,-8.39,-0.85,-7.54,-3.98,12.5,LOW,0.6708,EARLY,0,0.964,period_1,2026-03-30,19
1311,FE,FirstEnergy,Utilities,large,49.41,-2.0,12.97,-14.97,-0.82,,STRONG_UP,-6.7,-0.85,-5.85,-4.82,17.31,LOW,0.8051,-,1,0.96,period_1,2026-03-30,19
1312,ROCK,GIBRALTAR INDUSTRIES INC,Industrials,small,39.57,0.18,12.97,-12.79,-2.47,,STRONG_UP,-9.43,-0.85,-8.58,-4.77,11.67,LOW,0.9749,-,0,0.959,period_1,2026-03-30,19
1313,ROP,Roper Technologies,Information Technology,large,353.4,0.67,12.97,-12.3,-2.53,,STRONG_UP,-4.73,-0.85,-3.88,-3.11,15.71,LOW,0.7929,-,0,0.957,period_1,2026-03-30,19
1314,ADM,Archer Daniels Midland,Consumer Staples,large,69.23,-3.51,12.97,-16.48,0.52,,STRONG_UP,-9.32,-0.85,-8.47,-6.23,16.67,LOW,0.5026,-,1,0.95,period_1,2026-03-30,19
1315,ORIC,ORIC PHARMACEUTICALS INC,Health Care,small,10.24,-16.0,12.97,-28.97,-6.71,,STRONG_UP,-41.0,-0.85,-40.15,-19.18,1.56,LOW,0.5604,-,0,0.925,period_1,2026-03-30,19
1316,EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,mid,31.42,3.15,12.97,-9.82,-6.38,,STRONG_UP,-6.21,-0.85,-5.36,-6.21,10.59,MED,1.4996,-,1,0.857,period_1,2026-03-30,19
1317,CWAN,CLEARWATER ANALYTICS HOLDINGS INC,Information Technology,mid,24.15,2.55,12.97,-10.42,-0.57,,STRONG_UP,-0.29,-0.85,0.56,-0.12,17.28,LOW,0.3065,-,1,0.848,period_1,2026-03-30,19
1318,MMS,MAXIMUS INC,Industrials,mid,65.47,0.68,12.97,-12.29,-5.35,,STRONG_UP,-5.69,-0.85,-4.84,-5.69,14.17,HIGH,1.6243,EARLY,0,0.787,period_1,2026-03-30,19
1319,NEXT,NEXTDECADE CORP,Energy,mid,7.09,-11.93,12.97,-24.9,-1.65,,STRONG_UP,-21.74,-0.85,-20.89,-18.88,14.77,LOW,0.6967,-,0,0.738,period_1,2026-03-30,19
1320,EIX,Edison International,Utilities,large,68.86,-2.99,12.97,-15.96,-3.17,,STRONG_UP,-9.18,-0.85,-8.33,-9.18,15.38,LOW,0.9634,-,1,0.729,period_1,2026-03-30,19
1321,CPRT,Copart,Industrials,large,33.07,1.41,12.97,-11.56,-2.78,,STRONG_UP,-2.39,-0.85,-1.54,-2.39,16.25,LOW,0.8622,EARLY,0,0.713,period_1,2026-03-30,19
1322,TJX,TJX Companies,Consumer Discretionary,large,157.03,0.8,12.97,-12.17,-2.4,,STRONG_UP,-4.83,-0.85,-3.98,-4.83,14.58,LOW,0.807,-,1,0.7,period_1,2026-03-30,19
1323,AXON,Axon Enterprise,Industrials,large,397.12,-4.32,12.97,-17.29,-2.38,,STRONG_UP,-18.54,-0.85,-17.69,-6.49,7.5,LOW,0.7305,PROGRESS,0,0.641,period_1,2026-03-30,19
1324,QLYS,QUALYS INC,Information Technology,mid,84.34,-4.07,12.97,-17.04,2.12,,STRONG_UP,-15.63,-0.85,-14.78,-6.62,9.95,LOW,0.543,EARLY,0,0.603,period_1,2026-03-30,19
1325,GPGI,GPGI INC CLASS A,Information Technology,mid,16.06,-0.86,12.97,-13.83,-4.63,,STRONG_UP,-7.54,-0.85,-6.69,-7.54,13.61,LOW,0.6632,EARLY,0,0.558,period_1,2026-03-30,19
1326,ABUS,ARBUTUS BIOPHARMA CORP,Health Care,small,4.2,-2.33,12.97,-15.3,-9.43,,STRONG_UP,-11.02,-0.85,-10.17,-11.02,12.06,HIGH,3.449,-,0,0.549,period_1,2026-03-30,19
1327,ALL,Allstate,Financials,large,212.88,2.71,12.97,-10.26,-1.79,,STRONG_UP,-2.45,-0.85,-1.6,-2.45,13.88,LOW,0.7189,-,1,0.54,period_1,2026-03-30,19
1328,VTR,Ventas,Real Estate,large,83.62,3.11,12.97,-9.86,-1.95,,STRONG_UP,-6.33,-0.85,-5.48,-2.21,9.41,MED,1.2672,-,1,0.523,period_1,2026-03-30,19
1329,EXPO,EXPONENT INC,Industrials,mid,65.88,0.98,12.97,-11.99,-4.07,,STRONG_UP,-3.53,-0.85,-2.68,-3.53,15.0,LOW,0.7695,EARLY,0,0.508,period_1,2026-03-30,19
1330,IBCP,INDEPENDENT BANK CORP,Financials,small,33.43,2.08,12.97,-10.89,-3.53,,STRONG_UP,-4.83,-0.85,-3.98,-4.46,12.1,MED,1.077,-,1,0.468,period_1,2026-03-30,19
1331,FICO,Fair Isaac,Information Technology,large,1004.72,-4.12,12.97,-17.09,-6.26,,STRONG_UP,-15.71,-0.85,-14.86,-8.19,9.42,LOW,0.8206,EARLY,0,0.448,period_1,2026-03-30,19
1332,SAFT,SAFETY INSURANCE GROUP INC,Financials,small,76.04,2.6,12.97,-10.37,-0.88,,STRONG_UP,-2.96,-0.85,-2.11,-0.85,13.17,LOW,0.8906,-,1,0.436,period_1,2026-03-30,19
1333,WSBC,WESBANCO INC,Financials,mid,34.02,0.86,12.97,-12.11,-7.07,,STRONG_UP,-9.83,-0.85,-8.98,-7.33,8.54,MED,1.4605,-,1,0.412,period_1,2026-03-30,19
1334,BIIB,Biogen,Health Care,large,184.38,-1.7,12.97,-14.67,-0.17,,STRONG_UP,-8.12,-0.85,-7.27,-2.99,13.62,LOW,0.5884,-,1,0.399,period_1,2026-03-30,19
1335,SKYW,SKYWEST INC,Industrials,mid,86.09,-2.58,12.97,-15.55,-10.96,,STRONG_UP,-13.3,-0.85,-12.45,-13.3,9.58,HIGH,2.388,EARLY,0,0.389,period_1,2026-03-30,19
1336,MA,Mastercard,Financials,large,504.17,2.23,12.97,-10.74,-3.15,,STRONG_UP,-3.63,-0.85,-2.78,-3.29,12.81,LOW,0.6576,EARLY,0,0.381,period_1,2026-03-30,19
1337,CNK,CINEMARK HOLDINGS INC,Communication,mid,28.48,2.45,12.97,-10.52,-6.62,,STRONG_UP,-7.74,-0.85,-6.89,-7.74,8.33,LOW,0.6138,-,1,0.358,period_1,2026-03-30,19
1338,LCII,LCI INDUSTRIES,Consumer Discretionary,mid,120.01,-0.05,12.97,-13.02,-1.84,,STRONG_UP,-6.58,-0.85,-5.73,-6.1,12.5,LOW,0.4967,-,1,0.261,period_1,2026-03-30,19
1339,EOG,EOG Resources,Energy,large,133.13,-10.49,12.97,-23.46,2.34,,STRONG_UP,-13.65,-0.85,-12.8,-10.49,19.32,LOW,0.558,-,1,0.252,period_1,2026-03-30,19
1340,IDYA,IDEAYA BIOSCIENCES INC,Health Care,mid,30.73,-2.29,12.97,-15.26,-9.28,,STRONG_UP,-9.47,-0.85,-8.62,-9.38,12.45,LOW,0.5528,-,1,0.217,period_1,2026-03-30,19
1341,PRGS,PROGRESS SOFTWARE CORP,Information Technology,small,27.23,-3.68,12.97,-16.65,-13.8,,STRONG_UP,-13.06,-0.85,-12.21,-13.06,10.47,MED,1.4042,-,0,0.144,period_1,2026-03-30,19
1342,ORLY,O’Reilly Automotive,Consumer Discretionary,large,93.13,1.11,12.97,-11.86,-0.41,,STRONG_UP,-1.79,-0.85,-0.94,-1.35,15.28,LOW,0.8964,SHIFT,0,0.122,period_1,2026-03-30,19
1343,FAST,Fastenal,Industrials,large,44.69,-0.95,12.97,-13.92,-2.65,,STRONG_UP,-9.7,-0.85,-8.85,-9.11,10.0,LOW,0.5015,-,1,0.087,period_1,2026-03-30,19
1344,MBWM,MERCANTILE BANK CORP,Financials,small,50.62,1.18,12.97,-11.79,-5.69,,STRONG_UP,-6.53,-0.85,-5.68,-6.15,10.32,MED,1.3013,-,1,0.084,period_1,2026-03-30,19
1345,IQV,IQVIA,Health Care,large,162.28,-2.34,12.97,-15.31,-8.93,,STRONG_UP,-9.78,-0.85,-8.93,-8.88,11.67,LOW,0.5137,EARLY,0,0.056,period_1,2026-03-30,19
1346,OSBC,OLD SECOND BANCORP INC,Financials,small,20.0,0.76,12.97,-12.21,-8.95,,STRONG_UP,-9.48,-0.85,-8.63,-8.8,7.83,HIGH,1.53,-,1,0.054,period_1,2026-03-30,19
1347,HII,Huntington Ingalls Industries,Industrials,large,359.29,-2.65,12.97,-15.62,-9.13,,STRONG_UP,-12.66,-0.85,-11.81,-12.66,9.17,LOW,,-,1,0.046,period_1,2026-03-30,19
1348,CASH,PATHWARD FINANCIAL INC,Financials,mid,88.04,0.2,12.97,-12.77,-12.63,,STRONG_UP,-12.28,-0.85,-11.43,-11.9,5.69,MED,1.1186,-,1,0.028,period_1,2026-03-30,19
1349,AVY,Avery Dennison,Materials,large,165.5,-1.58,12.97,-14.55,-4.58,,STRONG_UP,-5.6,-0.85,-4.75,-5.6,14.71,LOW,0.7286,EARLY,0,0.018,period_1,2026-03-30,19
1350,IBM,IBM,Information Technology,large,231.98,-2.22,12.97,-15.19,-9.3,,STRONG_UP,-9.62,-0.85,-8.77,-9.27,11.52,HIGH,1.5346,EARLY,0,0.011,period_1,2026-03-30,19
1351,MCW,MISTER CAR WASH INC,Consumer Discretionary,mid,7.07,1.43,12.97,-11.54,0.41,,STRONG_UP,-0.29,-0.85,0.56,0.0,15.97,MED,1.137,-,1,0.007,period_1,2026-03-30,19
1352,EFX,Equifax,Industrials,large,172.47,-2.78,12.97,-15.75,-13.83,,STRONG_UP,-13.09,-0.85,-12.24,-13.09,8.75,MED,1.0338,EARLY,0,-0.003,period_1,2026-03-30,19
1353,CRM,Salesforce,Information Technology,large,178.16,-3.47,12.97,-16.44,-5.09,,STRONG_UP,-11.65,-0.85,-10.8,-6.13,10.99,LOW,0.7645,EARLY,0,-0.039,period_1,2026-03-30,19
