date,total,leader,contender,laggard,weak,above_20,above_50,above_200,high_vol,acc_early,acc_progress,acc_shift,large_total,large_leaders,large_above200,mid_total,mid_leaders,mid_above200,small_total,small_leaders,small_above200,comm_uranium_total,comm_uranium_leaders,comm_uranium_above20,comm_uranium_above50,comm_uranium_above200,comm_uranium_high_vol,comm_uranium_acc_early,comm_uranium_producer_total,comm_uranium_producer_leaders,comm_uranium_producer_above200,comm_uranium_royalties_financial_services_total,comm_uranium_royalties_financial_services_leaders,comm_uranium_royalties_financial_services_above200,comm_uranium_large_total,comm_uranium_large_leaders,comm_uranium_large_above200,comm_uranium_mid_total,comm_uranium_mid_leaders,comm_uranium_mid_above200,comm_uranium_small_total,comm_uranium_small_leaders,comm_uranium_small_above200,comm_lithium_total,comm_lithium_leaders,comm_lithium_above20,comm_lithium_above50,comm_lithium_above200,comm_lithium_high_vol,comm_lithium_acc_early,comm_lithium_producer_total,comm_lithium_producer_leaders,comm_lithium_producer_above200,comm_lithium_large_total,comm_lithium_large_leaders,comm_lithium_large_above200,comm_lithium_mid_total,comm_lithium_mid_leaders,comm_lithium_mid_above200,comm_lithium_small_total,comm_lithium_small_leaders,comm_lithium_small_above200,comm_copper_total,comm_copper_leaders,comm_copper_above20,comm_copper_above50,comm_copper_above200,comm_copper_high_vol,comm_copper_acc_early,comm_copper_producer_total,comm_copper_producer_leaders,comm_copper_producer_above200,comm_copper_explorer_total,comm_copper_explorer_leaders,comm_copper_explorer_above200,comm_copper_large_total,comm_copper_large_leaders,comm_copper_large_above200,comm_copper_mid_total,comm_copper_mid_leaders,comm_copper_mid_above200,comm_copper_small_total,comm_copper_small_leaders,comm_copper_small_above200,comm_gold_total,comm_gold_leaders,comm_gold_above20,comm_gold_above50,comm_gold_above200,comm_gold_high_vol,comm_gold_acc_early,comm_gold_producer_total,comm_gold_producer_leaders,comm_gold_producer_above200,comm_gold_explorer_total,comm_gold_explorer_leaders,comm_gold_explorer_above200,comm_gold_royalties_financial_services_total,comm_gold_royalties_financial_services_leaders,comm_gold_royalties_financial_services_above200,comm_gold_large_total,comm_gold_large_leaders,comm_gold_large_above200,comm_gold_mid_total,comm_gold_mid_leaders,comm_gold_mid_above200,comm_gold_small_total,comm_gold_small_leaders,comm_gold_small_above200,comm_palladium_total,comm_palladium_leaders,comm_palladium_above20,comm_palladium_above50,comm_palladium_above200,comm_palladium_high_vol,comm_palladium_acc_early,comm_palladium_producer_total,comm_palladium_producer_leaders,comm_palladium_producer_above200,comm_palladium_explorer_total,comm_palladium_explorer_leaders,comm_palladium_explorer_above200,comm_palladium_royalties_financial_services_total,comm_palladium_royalties_financial_services_leaders,comm_palladium_royalties_financial_services_above200,comm_palladium_large_total,comm_palladium_large_leaders,comm_palladium_large_above200,comm_palladium_mid_total,comm_palladium_mid_leaders,comm_palladium_mid_above200,comm_palladium_small_total,comm_palladium_small_leaders,comm_palladium_small_above200,comm_silver_total,comm_silver_leaders,comm_silver_above20,comm_silver_above50,comm_silver_above200,comm_silver_high_vol,comm_silver_acc_early,comm_silver_explorer_total,comm_silver_explorer_leaders,comm_silver_explorer_above200,comm_silver_producer_total,comm_silver_producer_leaders,comm_silver_producer_above200,comm_silver_large_total,comm_silver_large_leaders,comm_silver_large_above200,comm_silver_mid_total,comm_silver_mid_leaders,comm_silver_mid_above200,comm_silver_small_total,comm_silver_small_leaders,comm_silver_small_above200,comm_platinum_total,comm_platinum_leaders,comm_platinum_above20,comm_platinum_above50,comm_platinum_above200,comm_platinum_high_vol,comm_platinum_acc_early,comm_platinum_explorer_total,comm_platinum_explorer_leaders,comm_platinum_explorer_above200,comm_platinum_producer_total,comm_platinum_producer_leaders,comm_platinum_producer_above200,comm_platinum_large_total,comm_platinum_large_leaders,comm_platinum_large_above200,comm_platinum_mid_total,comm_platinum_mid_leaders,comm_platinum_mid_above200,comm_platinum_small_total,comm_platinum_small_leaders,comm_platinum_small_above200,type_producer_total,type_producer_leaders,type_producer_above200,type__total,type__leaders,type__above200,type_explorer_total,type_explorer_leaders,type_explorer_above200,type_royalties_financial_services_total,type_royalties_financial_services_leaders,type_royalties_financial_services_above200
2025-10-16,335,0,0,170,165,275,309,0,95,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,47.0,55.0,0.0,22.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,31,36,0,8,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,62.0,73.0,0.0,20.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,97,103,0,28,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,8.0,9.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,25.0,27.0,0.0,12.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-17,335,0,0,170,165,208,293,0,136,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,32.0,48.0,0.0,28.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,25,33,0,8,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,47.0,69.0,0.0,25.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,79,102,0,50,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,5.0,9.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,16.0,26.0,0.0,14.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-20,335,0,0,170,165,215,290,0,54,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,28.0,45.0,0.0,14.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,27,35,0,6,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,52.0,69.0,0.0,14.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,84,100,0,9,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,5.0,9.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,17.0,26.0,0.0,4.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-21,335,0,0,170,165,126,255,0,101,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,25.0,42.0,0.0,16.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,22,32,0,4,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,36.0,65.0,0.0,22.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,34,84,0,43,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,1.0,7.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,6.0,19.0,0.0,10.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-22,335,0,0,170,165,85,251,0,74,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,23.0,41.0,0.0,12.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,14,31,0,7,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,27.0,65.0,0.0,19.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,18,84,0,23,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,8.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,2.0,16.0,0.0,7.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-23,335,0,0,170,165,99,258,0,25,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,21.0,41.0,0.0,5.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,19,33,0,1,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,33.0,68.0,0.0,9.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,23,83,0,8,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,8.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,2.0,19.0,0.0,1.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-24,335,0,0,170,165,101,258,0,32,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,23.0,46.0,0.0,9.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,25,34,0,8,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,37.0,67.0,0.0,9.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,14,82,0,5,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,1.0,15.0,0.0,1.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-27,335,0,0,170,165,90,226,0,64,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,21.0,46.0,0.0,11.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,23,34,0,5,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,32.0,62.0,0.0,21.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,11,61,0,20,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,6.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,11.0,0.0,5.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-28,335,0,0,170,165,82,212,0,47,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,25.0,44.0,0.0,19.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,16,33,0,3,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,32.0,57.0,0.0,11.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,7,58,0,8,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,6.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,3.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-29,335,0,0,170,165,102,227,0,37,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,32.0,48.0,0.0,16.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,21,34,0,4,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,36.0,62.0,0.0,12.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,8,61,0,4,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,3.0,11.0,0.0,1.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-30,335,0,0,170,165,122,245,0,46,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,36.0,49.0,0.0,11.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,25,33,0,15,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,41.0,65.0,0.0,11.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,14,75,0,4,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,6.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,4.0,11.0,0.0,2.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-10-31,335,0,0,170,165,122,239,0,70,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,31.0,47.0,0.0,9.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,25,34,0,16,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,45.0,68.0,0.0,29.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,15,65,0,8,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,1.0,6.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,3.0,13.0,0.0,3.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-11-03,335,0,0,170,165,98,215,0,29,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,19.0,43.0,0.0,10.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,22,31,0,6,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,37.0,60.0,0.0,8.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,14,60,0,3,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,1.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,3.0,11.0,0.0,2.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-11-04,335,0,0,170,165,65,168,0,28,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,17.0,35.0,0.0,8.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,18,27,0,4,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,23.0,56.0,0.0,8.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,4,37,0,3,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,1.0,6.0,0.0,4.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-11-05,335,0,0,170,165,68,156,0,39,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,14.0,26.0,0.0,8.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,20,27,0,6,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,22.0,52.0,0.0,12.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,9,43,0,2,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,1.0,4.0,0.0,5.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-11-06,335,0,0,170,165,73,152,0,34,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,9.0,17.0,0.0,8.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,20,27,0,4,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,28.0,56.0,0.0,13.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,12,44,0,6,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,2.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-11-07,335,0,0,170,165,83,162,0,28,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,8.0,17.0,0.0,5.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,16,28,0,9,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,34.0,57.0,0.0,10.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,19,51,0,4,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
2025-11-10,335,0,0,170,165,170,211,0,43,0,0,0,117,0,0,112,0,0,106,0,0,62.0,0.0,11.0,23.0,0.0,5.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,40,0,26,29,0,9,0,40,0,0,26,0,0,12,0,0,2,0,0,82.0,0.0,50.0,62.0,0.0,11.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,0.0,104,0,58,73,0,11,0,65.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,0.0,39,0,0,47,0,0,18,0,0,9.0,0.0,5.0,5.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,18.0,15.0,0.0,6.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,276,0,0,4.0,0.0,0.0,43.0,0.0,0.0,12.0,0.0,0.0
